Date,Wind Speed_km/h
2012-08-16,6.583333333333333
2012-08-17,15.0
2012-08-18,13.583333333333334
2012-08-19,10.666666666666666
2012-08-20,8.583333333333334
2012-08-21,9.833333333333334
2012-08-22,15.583333333333334
2012-08-23,16.083333333333332
2012-08-24,9.041666666666666
2012-08-25,8.541666666666666
2012-08-26,11.375
2012-08-27,14.583333333333334
2012-08-28,17.541666666666668
2012-08-29,17.583333333333332
2012-08-30,29.041666666666668
2012-08-31,24.043478260869566
2012-09-01,10.666666666666666
2012-09-02,6.125
2012-09-03,8.208333333333334
2012-09-04,11.333333333333334
2012-09-05,10.5
2012-09-06,9.083333333333334
2012-09-07,9.666666666666666
2012-09-08,25.52173913043478
2012-09-09,15.958333333333334
2012-09-10,14.166666666666666
2012-09-11,13.208333333333334
2012-09-12,11.166666666666666
2012-09-13,12.916666666666666
2012-09-14,8.130434782608695
2012-09-15,18.304347826086957
2012-09-16,12.291666666666666
2012-09-17,10.25
2012-09-18,22.708333333333332
2012-09-19,21.0
2012-09-20,14.75
2012-09-21,14.545454545454545
2012-09-22,20.608695652173914
2012-09-23,19.791666666666668
2012-09-24,15.958333333333334
2012-09-25,20.916666666666668
2012-09-26,15.375
2012-09-27,6.416666666666667
2012-09-28,10.791666666666666
2012-09-29,17.5
2012-09-30,16.5
2012-10-01,16.263157894736842
2012-10-02,7.458333333333333
2012-10-03,11.166666666666666
2012-10-04,7.5
2012-10-05,17.958333333333332
2012-10-06,16.26086956521739
2012-10-07,12.791666666666666
2012-10-08,8.125
2012-10-09,11.916666666666666
2012-10-10,21.333333333333332
2012-10-11,25.833333333333332
2012-10-12,19.958333333333332
2012-10-13,12.565217391304348
2012-10-14,9.666666666666666
2012-10-15,24.15
2012-10-16,20.5
2012-10-17,5.916666666666667
2012-10-18,14.666666666666666
2012-10-19,15.5
2012-10-20,13.391304347826088
2012-10-21,25.291666666666668
2012-10-22,19.5
2012-10-23,5.291666666666667
2012-10-24,10.541666666666666
2012-10-25,15.041666666666666
2012-10-26,9.166666666666666
2012-10-27,10.416666666666666
2012-10-28,16.791666666666668
2012-10-29,35.291666666666664
2012-10-30,28.166666666666668
2012-10-31,10.958333333333334
2012-11-01,12.541666666666666
2012-11-02,18.875
2012-11-03,18.75
2012-11-04,13.956521739130435
2012-11-05,14.166666666666666
2012-11-06,7.291666666666667
2012-11-07,18.833333333333332
2012-11-08,20.625
2012-11-09,13.708333333333334
2012-11-10,9.375
2012-11-11,17.125
2012-11-12,18.833333333333332
2012-11-13,25.791666666666668
2012-11-14,6.166666666666667
2012-11-15,10.666666666666666
2012-11-16,8.625
2012-11-17,8.458333333333334
2012-11-18,6.875
2012-11-19,6.541666666666667
2012-11-20,6.833333333333333
2012-11-21,6.25
2012-11-22,8.583333333333334
2012-11-23,20.125
2012-11-24,30.791666666666668
2012-11-25,26.166666666666668
2012-11-26,14.666666666666666
2012-11-27,6.458333333333333
2012-11-28,13.5
2012-11-29,17.958333333333332
2012-11-30,10.541666666666666
2012-12-01,19.083333333333332
2012-12-02,18.066666666666666
2012-12-03,11.130434782608695
2012-12-04,16.166666666666668
2012-12-05,25.26086956521739
2012-12-06,11.25
2012-12-07,7.833333333333333
2012-12-08,6.666666666666667
2012-12-09,16.875
2012-12-10,23.333333333333332
2012-12-11,14.958333333333334
2012-12-12,6.125
2012-12-13,9.541666666666666
2012-12-14,17.875
2012-12-15,18.125
2012-12-16,27.95
2012-12-17,18.09090909090909
2012-12-18,22.88235294117647
2012-12-19,10.9
2012-12-20,15.916666666666666
2012-12-21,35.0
2012-12-22,34.72222222222222
2012-12-23,19.416666666666668
2012-12-24,12.333333333333334
2012-12-25,11.666666666666666
2012-12-26,16.0
2012-12-27,34.916666666666664
2012-12-28,18.333333333333332
2012-12-29,8.272727272727273
2012-12-30,25.941176470588236
2012-12-31,13.304347826086957
